1,122.89
2,123.02
3,121.59
4,129.79
5,125.69
6,126.81
7,123.93
8,127.24
9,127.26
10,126.97
11,126.43
12,126.62
13,127.59
14,125.74
15,125.41
16,125.17
17,125.17
18,127.68
19,124.93
20,123.71
21,130.64
22,125.52
23,127.54
24,128.87
25,122.01
26,127.01
27,126.15
28,126
29,123.66
30,122.22
31,126.71
32,123.19
33,130.47
34,127.96
35,129.5
36,127.87
37,127.53
38,130.92
39,130.22
40,124.89
41,125.65
42,122.72
43,128.13
44,125.32
45,121.59
46,126.9
47,125.37
48,128.2
49,125.65
50,128.49
51,126.81
52,129.76
53,123.85
54,126.77
55,126.55
56,128.65
57,124.81
58,124.36
59,126.15
60,127.6
61,129.21
62,125.18
63,125.19
64,125.8
65,128.95
66,125.63
67,126.02
68,127.16
69,126.44
70,127.15
71,127.05
72,126.66
73,127.42
74,126.51
75,127.78
76,129.87
77,128.84
78,125.61
79,127.12
80,128.78
81,127.21
82,126
83,123.83
84,123.83
85,124.89
86,121.14
87,121.43
88,121.43
89,124.33
90,125.35
91,129.46
92,125.84
93,127.62
94,131.61
95,131.53
96,136.12
97,133.53
98,136.28
99,131.61
100,134.12
101,133.26
102,135.3
103,129.23
104,136.39
105,131.28
106,135.17
107,133.75
108,128.97
109,132.14
110,133.73
111,133.85
112,135.9
113,135.67
114,137.1
115,133.05
116,133.29
117,140.41
118,133.34
119,135.69
120,133.36
121,134.51
122,138.66
123,136.2
124,132.91
125,133.61
126,135.99
127,135.15
128,137.91
129,133.7
130,136.12
131,138.59
132,135.68
133,131.69
134,135.26
135,133.82
136,130.69
137,139.45
138,133.89
139,135.86
140,132.53
141,130.93
142,137.75
143,135.05
144,136.87
145,134.31
146,133.55
147,137.88
148,136.45
149,133.46
150,135.83
151,133.15
152,134.23
153,136.15
154,135.57
155,137.55
156,131.75
157,136.19
158,128.22
159,134.9
160,134.9
161,138.77
162,128.72
163,135.1
164,136.08
165,132.33
166,134.42
167,128.89
168,138.47
169,132.4
170,135.42
171,135.91
172,138.48
173,137.98
174,137.66
175,137.15
176,135.74
177,135.57
178,135.52
179,133.67
180,140.39
181,134.44
182,136.25
183,132.71
184,134.84
185,135.92
186,134.86
187,135.41
188,133.64
189,134.7
190,137.71
191,134.81
192,134.95
193,133.58
194,135.15
195,136.45
196,132.81
197,137.82
198,135.39
199,135.68
200,134.7
201,135.74
202,133.15
203,135.17
204,135.21
205,131.79
206,137.91
207,137.78
208,136.02
209,139.34
210,135.91
211,131.82
212,135.83
213,138.37
214,138.27
215,135.01
216,133.8
217,133.3
218,132.36
219,139.34
220,137.21
221,136.27
222,132.36
223,132.36
224,137.08
225,135.36
226,137.37
227,137.46
228,134.29
229,137.13
230,133.81
231,134.38
232,135.66
233,137.8
234,138.16
235,131.24
236,134.24
237,139.04
238,133.91
239,136.18
240,138.86
241,133.64
242,136.3
243,138.01
244,133.2
245,133.37
246,136.67
247,135.66
248,136.07
249,135.3
250,137.72
251,130.64
252,125.46
253,120.66
254,120.66
255,110.52
256,110.61
257,112.83
258,108.23
259,112.39
260,110.07
261,109.19
262,110.62
263,114.23
264,113.6
265,117.96
266,110.32
267,112.31
268,113.71
269,116.93
270,113.11
271,111.68
272,114.69
273,114.97
274,116.64
275,112.01
276,110.58
277,114.22
278,116.29
279,113.54
280,109.72
281,112.81
282,116.13
283,113.86
284,114.81
285,111.26
286,115.3
287,121.97
288,113.71
289,116.25
290,118.35
291,117.04
292,116.78
293,117.45
294,111.57
295,108.27
296,111.57
297,112.47
298,114.69
299,116.61
300,115.64
301,114.74
302,115.76
303,118.94
304,116.2
305,119.9
306,115.56
307,114.67
308,116.79
309,114.33
310,115.65
311,116.65
312,112.13
313,116.53
314,118.69
315,116.02
316,112.7
317,115.44
318,115.15
319,113.19
320,114.21
321,114.29
322,110.24
323,115.26
324,119.8
325,112.66
326,118.58
327,113.09
328,113.09
329,116.37
330,115.02
331,112.89
332,112.89
333,118.88
334,109.4
335,115.63
336,115.74
337,115.09
338,113.92
339,114.52
340,110.97
341,114.53
342,113.17
343,115.3
344,118.24
345,115.34
346,114.02
347,116.77
348,115.94
349,115.46
350,114.42
351,112.89
352,114.65
353,113.06
354,113.16
355,113.97
356,113.07
357,114.48
358,113.99
359,116.19
360,112.07
361,115.01
362,117.01
363,114.76
364,110.99
365,114.92
366,117.05
367,116.85
368,112.73
369,111.31
370,120.49
371,115.78
372,114.91
373,116.94
374,117.01
375,117.55
376,106.21
377,114.2
378,115.45
379,114.63
380,117.13
381,114.34
382,116.66
383,111.47
384,114.1
385,115.25
386,115.4
387,113.92
388,112.9
389,114.37
390,116
391,111.99
392,119.07
393,114.18
394,116.45
395,117.93
396,118.78
397,112.47
398,113.62
399,115.07
400,116.11
401,116.51
402,113.56
403,116.05
404,118.12
405,115.49
406,115.69
407,115.19
408,115.81
409,113.56
410,115.29
411,115.29
412,117.01
413,117.52
414,113.94
415,117.39
416,116.95
417,117.95
418,115.25
419,115.64
420,120.41
421,116.31
422,113.6
423,114.05
424,113.45
425,115.31
426,116.84
427,111.59
428,114.88
429,115.4
430,116.39
431,115.76
432,115.28
433,117.26
434,122.71
435,123.25
436,129.61
437,124.73
438,127.54
439,126.17
440,129.02
441,128.78
442,130.27
443,133.01
444,127.71
445,126.87
446,131.37
447,129.43
448,126.33
449,129.02
450,132.23
451,127.52
452,131.9
453,128.01
454,129.52
455,131.51
456,130.97
457,129.83
458,126.7
459,131.16
460,132.49
461,131.88
462,128.27
463,129.35
464,125.75
465,130.79
466,125.8
467,127.6
468,130.14
469,130.12
470,126.9
471,131.92
472,126.13
473,126.13
474,122.34
475,128.74
476,128.27
477,130.47
478,129.94
479,128.29
480,126.77
481,127.64
482,126.66
483,128.4
484,129.46
485,131.39
486,128.76
487,133
488,130.01
489,128.47
490,127.86
491,128.43
492,130.42
493,126.96
494,129.19
495,130.67
496,131.97
497,126.66
498,126.83
499,128.21
500,130.66
501,129.81
502,131.08
503,128.59
504,133.12
505,129.04
506,129.99
507,124.94
508,133.36
509,129.54
510,129.83
511,133.08
512,129.54
513,127.84
514,127.84
515,128.77
516,126.76
517,127.15
518,128.07
519,129.02
520,126.15
521,126.94
522,125.86
523,134.41
524,131.82
525,130.75
526,128.23
527,123.51
528,131.56
529,131.1
530,131.31
531,132.09
532,128.69
533,128.12
534,130.21
535,130.25
536,129.44
537,130.81
538,128.09
539,130.03
540,126.61
541,134.06
542,129.92
543,128.14
544,131.97
545,131.73
546,134.23
547,130.64
548,132.02
549,125.77
550,130.33
551,125.04
552,131.8
553,132.82
554,128.96
555,124.4
556,132.84
557,130.32
558,135.64
559,127.45
560,127.48
561,130.99
562,130.58
563,129.69
564,131.63
565,130.92
566,132.96
567,130.55
568,129.09
569,124.73
570,128.98
571,131.72
572,126.98
573,129.59
574,132.46
575,132.3
576,130.22
577,127.3
578,128.65
579,131.28
580,131.43
581,125.43
582,128.62
583,128.72
584,130.31
585,126.34
586,129.63
587,130.4
588,130.68
589,130.62
590,130.62
591,127.06
592,127.06
593,132.66
594,132.66
595,129.72
596,122.01
597,127.33
598,132.53
599,133.07
600,129.2
601,128.75
602,126.79
603,129.19
604,129.28
605,131.54
606,132.29
607,127.03
608,129.79
609,128.21
610,132.52
611,128.72
612,130.51
613,126.83
614,124.68
615,124.14
616,120.17
617,118.47
618,120.21
619,122.12
620,125.25
621,119.09
622,121.7
623,121.71
624,114.97
625,116.78
626,115.86
627,121.26
628,118.82
629,121.31
630,115.75
631,118.01
632,116.05
633,119.88
634,118.21
635,115.53
636,120
637,119.37
638,121.88
639,121.13
640,119.84
641,118.57
642,120.45
643,116.18
644,119.26
645,120.79
646,123.01
647,118.12
648,119.39
649,119.45
650,120.87
651,119.43
652,120.64
653,120.1
654,117.32
655,117.18
656,121.09
657,119.76
658,121.76
659,119.64
660,121.86
661,124.71
662,119.56
663,120.05
664,120.13
665,118.5
666,122.91
667,124.61
668,119.52
669,119.52
670,122.87
671,122.19
672,117.03
673,117.03
674,118.24
675,120.09
676,120.09
677,120.59
678,118.34
679,121.1
680,118.66
681,113.76
682,119.04
683,120.44
684,119.6
685,125.09
686,122.29
687,122.75
688,120.88
689,118.53
690,119.62
691,118.16
692,119.53
693,123.15
694,119.19
695,121.31
696,117.55
697,116.85
698,113.52
699,125.67
700,120.86
701,119.18
702,120.75
703,119.11
704,122.36
705,119.63
706,121.91
707,120.74
708,119.3
709,116.68
710,120.15
711,118.86
712,120.41
713,121.18
714,121.5
715,123.65
716,121.46
717,119.03
718,117.84
719,119.63
720,113.95
721,119.94
722,120.77
723,117.7
724,118.21
725,121.85
726,121.85
727,124.56
728,118.29
729,122.18
730,122.85
731,115.04
732,121.26
733,122.65
734,119.49
735,119.57
736,123.19
737,118.94
738,120.37
739,122.33
740,121.21
741,118.06
742,122.42
743,122.32
744,125.9
745,122.68
746,121.37
747,122.03
748,122.04
749,120.97
750,117.41
751,115.98
752,118.7
753,115.72
754,120.6
755,123.63
756,119.35
757,118.06
758,121.54
759,120.19
760,118.9
761,120.32
762,118.45
763,120.45
764,122.3
765,116.73
766,121.25
767,119.94
768,124.1
769,119.53
770,118.73
771,119.47
772,119.24
773,118.7
774,120.1
775,122.85
776,121.83
777,118.2
778,118.2
779,119.58
780,119.23
781,119.23
782,121.01
783,116.5
784,122.12
785,120.86
786,117.46
787,118.18
788,122.9
789,117.21
790,120.25
791,120.18
792,120.82
793,120.34
794,117.69
795,115.84
796,114.34
797,117.41
798,118.54
799,119.92
800,119.7
801,115.88
802,119.87
803,120.07
804,121.4
805,115.17
806,119.62
807,119.25
808,119.32
809,118.68
810,120.5
811,123.29
812,119.65
813,118.58
814,121.33
815,119.61
816,115.85
817,119.87
818,117.41
819,120.17
820,116.49
821,117.05
822,113.15
823,118.62
824,120.52
825,122.17
826,117.91
827,119.02
828,119.97
829,117.93
830,116.87
831,120.77
832,117.05
833,116.42
834,122.48
835,117.43
836,118.85
837,118.49
838,117.9
839,119.24
840,122.41
841,119.42
842,120.49
843,116.76
844,118.49
845,120.17
846,118.73
847,122.38
848,119.61
849,118.63
850,120.41
851,120.92
852,120.17
853,120.84
854,120.84
855,119.28
856,118.87
857,118.87
858,115.91
859,120.74
860,119.87
861,119.87
862,122.85
863,120.4
864,117.72
865,122.55
866,120.15
867,115.94
868,119.15
869,119.41
870,118.06
871,118.97
872,115.92
873,123.16
874,120.11
875,114.3
876,116.47
877,122.26
878,116.99
879,122.44
880,118.13
881,122.13
882,117.17
883,118.15
884,118.19
885,118.82
886,119.72
887,122.06
888,116.31
889,120.19
890,118.02
891,115.66
892,120.19
893,118.98
894,119.03
895,117.21
896,116.17
897,118.92
898,118.46
899,120
900,122.14
901,119.75
902,113.46
903,116.21
904,118.3
905,118.09
906,120.4
907,115.57
908,119.42
909,120.01
910,119.14
911,116.27
912,116.78
913,118.67
914,116.15
915,119.08
916,122.01
917,115.56
918,118.75
919,117.61
920,116.33
921,115.7
922,118.11
923,120.43
924,123.97
925,119.47
926,119.12
927,118.23
928,116.06
929,118.27
930,120.01
931,122.84
932,120.69
933,119.77
934,118.03
935,114.4
936,118.65
937,115.18
938,118.71
939,121.76
940,116.83
941,118.37
942,117.65
943,117.53
944,116.88
945,116.23
946,120.23
947,120.23
948,115.08
949,116.94
950,121
951,121
952,117.37
953,118.73
954,118.33
955,118.96
956,116.38
957,118.74
958,117.63
959,117.18
960,121.24
961,116.74
962,122.21
963,117.16
964,117.68
965,118.19
966,115.94
967,116.91
968,115.93
969,122.44
970,117.27
971,117.69
972,117.9
973,117.93
974,114.35
975,120.58
976,125.71
977,133.37
978,130.07
979,137.36
980,133.62
981,137.87
982,135.32
983,134.63
984,133.38
985,137.96
986,137.96
987,135.21
988,136.19
989,133.97
990,136.41
991,137.23
992,130.51
993,137.22
994,135.77
995,136.12
996,136
997,135.57
998,136.49
999,132.95
1000,140.11
1001,136.34
1002,135.95
1003,133
1004,137.82
1005,135.68
1006,133.4
1007,135.78
1008,132.7
1009,138.08
1010,136.75
1011,133.31
1012,135.84
1013,132.01
1014,134.87
1015,138.22
1016,135.9
1017,134.72
1018,134.74
1019,136.53
1020,137.31
1021,137.75
1022,137.08
1023,134.69
1024,135.93
1025,135.52
1026,132.48
1027,135.31
1028,134.58
1029,133.04
1030,134.15
1031,135.61
1032,134.92
1033,138.78
1034,138.4
1035,137.29
1036,130.36
1037,126.45
1038,119.28
1039,120.01
1040,123.41
1041,117.2
1042,122.38
1043,122.99
1044,119.28
1045,122.32
1046,118.62
1047,118.41
1048,117.42
1049,124.32
1050,118.73
1051,121.27
1052,118.35
1053,117.09
1054,119.62
1055,119.62
1056,116.71
1057,119.85
1058,119.85
1059,116.27
1060,119.63
1061,118.01
1062,118.01
1063,120
1064,116.93
1065,123.22
1066,119.09
1067,120.09
1068,116.02
1069,118.82
1070,122.17
1071,118.15
1072,119.96
1073,116.44
1074,124.17
1075,114.92
1076,118.91
1077,119.5
1078,122.1
1079,121.65
1080,122.32
1081,118.13
1082,118.31
1083,120.49
1084,118.7
1085,121.87
1086,120.76
1087,119.31
1088,117.84
1089,120.9
1090,119.01
1091,115.98
1092,119.05
1093,121.39
1094,118.5
1095,118.91
1096,118.56
1097,115.07
1098,121.69
1099,125.81
1100,130.34
1101,126.48
1102,127.84
1103,130.18
1104,130.96
1105,127.16
1106,130.27
1107,130.45
1108,129.5
1109,130.49
1110,129.54
1111,127.99
1112,129.26
1113,132.42
1114,129.46
1115,133.11
1116,129.19
1117,131.59
1118,128.78
1119,127.86
1120,128.86
